School,ID,CoNo,StNo,Long,Lat,Low,High,Students
NANTUCKET HIGH,2.50825E+11,19,25,-70.0987,41.2723,9,12,451
NAQUAG ELEMENTARY SCHOOL,2.51188E+11,27,25,-71.9591,42.3747,0,2,352
NARRAGANSETT  MIDDLE,2.50828E+11,27,25,-72.074,42.5881,5,8,463
NARRAGANSETT REGIONAL HIGH,2.50828E+11,27,25,-72.074,42.5883,9,12,385
NASHOBA REGIONAL,2.50831E+11,27,25,-71.6332,42.4511,9,12,1033
NASHOBA VALLEY TECHNICAL HIGH SCHOOL,2.50832E+11,17,25,-71.4091,42.5699,9,12,711
NATHAN HALE,2.50279E+11,25,25,-71.0911,42.3255,-1,5,182
NATHANIEL BOWDITCH,2.51038E+11,9,25,-70.9092,42.507,0,8,569
NATHANIEL MORTON ELEMENTARY,2.50972E+11,23,25,-70.66,41.954,0,5,572
NATICK HIGH,2.50834E+11,17,25,-71.3611,42.2766,9,12,1543
NAUSET REGIONAL HIGH,2.50456E+11,1,25,-69.969,41.859,9,12,1010
NAUSET REGIONAL MIDDLE,2.50456E+11,1,25,-69.9886,41.7839,6,8,574
NEEDHAM HIGH,2.50837E+11,21,25,-71.2311,42.2866,9,12,1582
NEIGHBORHOOD HOUSE CHARTER SCHOOL,2.50003E+11,25,25,-71.0642,42.2923,-1,8,399
NEIL A PEPIN,2.50459E+11,15,25,-72.6732,42.2684,2,4,179
NELSON PLACE,2.51323E+11,27,25,-71.8215,42.2949,-1,6,490
NESSACUS REGIONAL MIDDLE SCHOOL,2.50339E+11,3,25,-73.1386,42.4682,6,8,405
NEW BEDFORD HIGH,2.50843E+11,5,25,-70.9472,41.6457,9,12,2426
NEW BRAINTREE GRADE,2.5E+11,27,25,-72.122,42.3175,-1,1,128
NEW HINGHAM REGIONAL ELEMENTARY,2.50001E+11,15,25,-72.8492,42.4035,-1,6,156
NEW MARLBOROUGH CENTRAL,2.51104E+11,3,25,-73.2687,42.1203,-1,4,81
NEW MISSION HIGH SCHOOL,2.50279E+11,25,25,-71.1179,42.2628,9,12,294
NEWBURY ELEMENTARY,2.51174E+11,9,25,-70.8709,42.7907,-1,6,563
NEWBURYPORT HIGH,2.50858E+11,9,25,-70.8865,42.8127,9,12,744
NEWMAN ELEMENTARY,2.50837E+11,21,25,-71.2551,42.2822,-1,5,744
NEWTON EARLY CHILDHOOD CENTER,2.50861E+11,17,25,-71.2094,42.3569,-1,-1,193
NEWTON NORTH HIGH,2.50861E+11,17,25,-71.206,42.3456,9,12,1990
NEWTON SCHOOL,2.50549E+11,11,25,-72.6144,42.5855,0,3,218
NEWTON SOUTH HIGH,2.50861E+11,17,25,-71.1853,42.3128,9,12,1779
NEXT WAVE JUNIOR HIGH,2.51089E+11,17,25,-71.0873,42.3876,6,8,28
NIPMUC REGIONAL HIGH,2.50768E+11,27,25,-71.617,42.1596,9,12,667
NISSITISSIT MIDDLE SCHOOL,2.50879E+11,17,25,-71.5913,42.6739,5,8,594
NORFOLK COUNTY AGRICULTURAL,2.50865E+11,21,25,-71.2381,42.1636,9,12,476
NORMANDIN MIDDLE SCHOOL,2.50843E+11,5,25,-70.9292,41.681,6,8,1046
NORRBACK AVENUE,2.51323E+11,27,25,-71.7946,42.3271,-1,6,576
NORTH ANDOVER HIGH,2.5087E+11,9,25,-71.1165,42.6997,9,12,1375
NORTH ANDOVER MIDDLE,2.5087E+11,9,25,-71.1217,42.6929,6,8,1183
NORTH ATTLEBORO HIGH,2.50873E+11,5,25,-71.3098,41.9823,8,12,1196
NORTH ATTLEBOROUGH EARLY LEARNING CENTER,2.50873E+11,5,25,-71.3324,41.9931,-1,-1,126
NORTH ATTLEBOROUGH MIDDLE,2.50873E+11,5,25,-71.3107,41.9839,6,8,1224
NORTH BEVERLY ELEMENTARY,2.50264E+11,9,25,-70.8794,42.5805,0,5,407
NORTH BROOKFIELD ELEMENTARY,2.50876E+11,27,25,-72.0798,42.2789,-1,6,343
NORTH BROOKFIELD HIGH,2.50876E+11,27,25,-72.0798,42.2789,7,12,223
NORTH CENTRAL CHARTER ESSENTIAL SCHOOL,2.50007E+11,27,25,-71.7914,42.5862,7,12,333
NORTH ELEMENTARY,2.51086E+11,5,25,-71.1463,41.7778,0,5,483
NORTH END ELEMENTARY,2.50483E+11,5,25,-71.1108,41.7334,-1,5,798
NORTH FALMOUTH ELEMENTARY,2.50486E+11,1,25,-70.6214,41.6382,0,4,370
NORTH GRAFTON ELEMENTARY,2.50537E+11,27,25,-71.7022,42.2384,-1,1,246
NORTH HIGH,2.51323E+11,27,25,-71.7666,42.2619,9,12,1295
NORTH INTERMEDIATE,2.51305E+11,17,25,-71.1573,42.5784,4,5,334
NORTH MIDDLE SCHOOL,2.51263E+11,13,25,-72.7289,42.1535,6,8,702
NORTH MIDDLE SCHOOL,2.50309E+11,23,25,-71.0292,42.1024,6,8,549
NORTH MIDDLESEX REGIONAL,2.50879E+11,17,25,-71.6608,42.6513,9,12,956
NORTH PEMBROKE ELEMENTARY,2.50942E+11,23,25,-70.7801,42.0978,-1,6,641
NORTH QUINCY HIGH,2.50987E+11,21,25,-71.0291,42.2775,9,12,1180
NORTH READING HIGH,2.50882E+11,17,25,-71.0827,42.5749,9,12,755
NORTH READING MIDDLE,2.50882E+11,17,25,-71.0849,42.5782,6,8,683
NORTH SHORE REGIONAL VOCATIONAL,2.50883E+11,9,25,-70.9955,42.5775,9,12,463
NORTH STREET,2.51158E+11,17,25,-71.23,42.6165,3,4,310
NORTH STREET ELEMENTARY SCHOOL,2.50537E+11,27,25,-71.6768,42.2149,2,6,527
NORTHAMPTON HIGH,2.50885E+11,15,25,-72.6508,42.3252,9,12,904
NORTHBRIDGE ELEMENTARY,2.50894E+11,27,25,-71.6594,42.111,-1,1,497
NORTHBRIDGE HIGH,2.50894E+11,27,25,-71.6571,42.1087,9,12,677
NORTHBRIDGE MIDDLE,2.50894E+11,27,25,-71.6575,42.1088,5,8,802
NORTHEAST ELEMENTARY SCHOOL,2.512E+11,17,25,-71.2223,42.4039,-1,5,465
NORTHEAST METRO REGIONAL VOCATIONAL,2.50896E+11,17,25,-71.044,42.4953,9,12,1261
NORTHFIELD ELEMENTARY,2.5096E+11,11,25,-72.4544,42.6991,-1,6,220
NORTHWEST,2.50678E+11,27,25,-71.7654,42.5366,0,5,684
NORTON HIGH,2.509E+11,5,25,-71.1925,41.9623,9,12,715
NORTON MIDDLE,2.509E+11,5,25,-71.2127,41.9596,6,8,646
NORWELL HIGH,2.50903E+11,23,25,-70.8383,42.1558,9,12,677
NORWELL MIDDLE SCHOOL,2.50903E+11,23,25,-70.8186,42.1562,6,8,594
NORWOOD HIGH,2.50906E+11,21,25,-71.2148,42.1909,9,12,1037
O W HOLMES,2.50279E+11,25,25,-71.0755,42.2967,-1,5,331
O'BRYANT SCHOOL MATH/SCIENCE,2.50279E+11,25,25,-71.0905,42.3317,7,12,1353
O'DONNELL MIDDLE SCHOOL,2.51125E+11,21,25,-71.1121,42.1296,6,8,913
OAK BLUFFS ELEMENTARY,2.50465E+11,7,25,-70.5672,41.4557,-1,8,387
OAK HILL MIDDLE,2.50861E+11,17,25,-71.1914,42.3098,6,8,635
OAK MIDDLE SCHOOL,2.51077E+11,27,25,-71.7271,42.2824,7,8,961
OAK RIDGE,2.51047E+11,1,25,-70.4566,41.7189,0,8,735
OAK STREET ELEMENTARY,2.50501E+11,21,25,-71.4062,42.0918,0,5,462
OAKDALE,2.50405E+11,21,25,-71.1545,42.2386,1,5,296
OAKHAM CENTER,2.5E+11,27,25,-72.0465,42.3575,2,6,191
OAKLANDVALE,2.5105E+11,9,25,-71.03,42.4688,0,5,232
OAKMONT REGIONAL HIGH SCHOOL,2.50204E+11,27,25,-71.9212,42.6027,9,12,689
OLD COLONY REGIONAL VOCATIONAL TECHNICAL,2.50914E+11,23,25,-70.8716,41.7859,9,12,579
OLD HAMMONDTOWN,2.50747E+11,23,25,-70.8323,41.66,4,6,229
OLD MILL POND,2.5093E+11,13,25,-72.3417,42.1855,-1,4,596
OLD POST ROAD,2.51197E+11,21,25,-71.2222,42.1453,0,5,467
OLD ROCHESTER REGIONAL HIGH,2.50915E+11,23,25,-70.7774,41.6715,9,12,730
OLD ROCHESTER REGIONAL JR HIGH,2.50915E+11,23,25,-70.7781,41.6733,7,8,493
OLIVER AMES HIGH,2.50462E+11,5,25,-71.1113,42.0553,9,12,1163
OLIVER HAZARD PERRY,2.50279E+11,25,25,-71.0302,42.3321,-1,8,251
OLIVER PARTNERSHIP SCHOOL,2.50666E+11,9,25,-71.1606,42.7109,1,5,459
ORCHARD GARDENS,2.50279E+11,25,25,-71.0774,42.3305,-1,8,824
ORLEANS ELEMENTARY,2.50921E+11,1,25,-69.9942,41.7811,0,5,210
OSCAR F RAYMOND,2.50309E+11,23,25,-71.0318,42.1043,0,8,1090
OTTOSON MIDDLE,2.50198E+11,17,25,-71.1756,42.4212,6,8,1054
OVERLOOK MIDDLE SCHOOL,2.50204E+11,27,25,-71.9309,42.6098,6,8,565
OXFORD HIGH,2.50927E+11,27,25,-71.8692,42.138,9,12,450
OXFORD MIDDLE,2.50927E+11,27,25,-71.8688,42.1375,5,8,627
P BRENT TROTTIER,2.51098E+11,27,25,-71.5418,42.2995,6,8,522
PAGE HILLTOP SCHOOL,2.50054E+11,17,25,-71.5796,42.5667,-1,5,560
PAKACHOAG,2.50222E+11,27,25,-71.8157,42.224,3,5,265
PALMER HIGH,2.5093E+11,13,25,-72.3419,42.1854,8,12,504
PALMER RIVER,2.5042E+11,5,25,-71.2526,41.8482,0,4,646
PAPER MILL,2.51263E+11,13,25,-72.7042,42.1286,0,5,466
PARK AVENUE ELEMENTARY,2.51224E+11,27,25,-71.8664,42.0529,-1,2,486
PARK STREET SCHOOL,2.5063E+11,27,25,-71.5435,42.1367,-1,-1,80
PARKER,2.50267E+11,17,25,-71.2737,42.5578,0,5,456
PARKER AVENUE SCHOOL,2.50432E+11,17,25,-71.3286,42.6663,9,12,13
PARKER ROAD PRESCHOOL,2.51077E+11,27,25,-71.7512,42.2798,-1,-1,250
PARKVIEW ELEMENTARY,2.50462E+11,5,25,-71.1087,42.0582,-1,2,348
PARLIN SCHOOL,2.50477E+11,17,25,-71.0507,42.4109,0,8,866
PARMENTER,2.50501E+11,21,25,-71.3957,42.0717,0,5,418
PARTHUM MIDDLE SCHOOL,2.50666E+11,9,25,-71.1433,42.7187,5,8,516
PATHFINDER VOCATIONAL TECHNICAL,2.50931E+11,13,25,-72.3527,42.1869,9,12,611
PATHWAYS EARLY COLLEGE INNOVATION SCHOOL,2.5099E+11,27,25,-71.9871,42.594,11,12,34
PATRICK J KENNEDY,2.50279E+11,25,25,-71.0304,42.3786,-1,5,319
PAUL A DEVER,2.50279E+11,25,25,-71.043,42.3175,-1,5,583
PAUL F DOYON MEMORIAL,2.50648E+11,9,25,-70.8822,42.6857,-1,5,461
PAUL HANLON,2.51281E+11,21,25,-71.1915,42.2265,0,5,221
PAUL R BAIRD MIDDLE,2.50705E+11,13,25,-72.4595,42.1718,6,8,646
PAUL REVERE,2.51005E+11,25,25,-70.9953,42.4183,0,5,474
PAULO FREIRE SOCIAL JUSTICE CHARTER SCHOOL,2.50055E+11,13,25,-72.6465,42.176,9,10,152
PAWTUCKETVILLE MEMORIAL,2.50702E+11,17,25,-71.3507,42.6476,-1,4,522
PAXTON CENTER,2.51188E+11,27,25,-71.9284,42.3096,0,8,553
PEABODY,2.50327E+11,17,25,-71.1284,42.3922,-1,5,311
PEABODY VETERANS MEMORIAL HIGH,2.50936E+11,9,25,-70.9746,42.5444,9,12,1837
PEARL E RHODES ELEMENTARY,2.5096E+11,11,25,-72.6276,42.6915,-1,6,44
PEEBLES ELEMENTARY SCHOOL,2.50282E+11,1,25,-70.5911,41.7398,0,4,321
PEIRCE,2.50198E+11,17,25,-71.1782,42.4288,0,5,270
PEIRCE,2.50861E+11,17,25,-71.2316,42.3421,0,5,312
PELHAM ELEMENTARY,2.50939E+11,15,25,-72.4683,42.378,0,6,127
PEMBROKE COMMUNITY MIDDLE SCHOOL,2.50942E+11,23,25,-70.8023,42.0316,7,8,589
PEMBROKE HIGH SCHOOL,2.50942E+11,23,25,-70.7954,42.0535,9,12,984
PENN BROOK,2.50522E+11,9,25,-70.9851,42.7134,2,5,437
PENTUCKET LAKE ELEMENTARY,2.50597E+11,9,25,-71.0779,42.7979,0,4,502
PENTUCKET REGIONAL MIDDLE,2.50945E+11,9,25,-71.0106,42.7823,7,8,503
PENTUCKET REGIONAL SR HIGH,2.50945E+11,9,25,-71.0106,42.7823,9,12,785
PERFORMING & FINE ARTS HIGH SCHOOL,2.50666E+11,9,25,-71.1456,42.6901,9,12,523
PERLEY ELEMENTARY,2.50522E+11,9,25,-70.9886,42.7259,-1,1,275
PETER FITZPATRICK SCHOOL,2.50879E+11,17,25,-71.5976,42.668,-2,-2,2
PETER NOYES,2.51134E+11,17,25,-71.4086,42.3825,-1,5,614
PETER THACHER ELEMENTARY SCHOOL,2.50219E+11,5,25,-71.2804,41.933,0,4,426
PETER W REILLY,2.50702E+11,17,25,-71.2802,42.6409,0,4,592
PETERSHAM CENTER,2.50954E+11,27,25,-72.1911,42.4843,0,6,111
PHILIP G COBURN,2.51251E+11,13,25,-72.6212,42.1081,0,5,482
PHILLIPSTON MEMORIAL,2.50828E+11,27,25,-72.1336,42.548,-1,4,153
PHINEAS BATES,2.50279E+11,25,25,-71.1354,42.2777,-1,5,293
PHOENIX ACADEMY LAWRENCE,2.50666E+11,9,25,-71.1522,42.7075,9,12,182
PHOENIX CHARTER ACADEMY,2.50009E+11,25,25,-71.0374,42.4066,9,12,193
PICKERING MIDDLE,2.50711E+11,9,25,-70.958,42.486,6,8,646
PIERCE,2.50315E+11,21,25,-71.1205,42.3353,0,8,783
PINE GLEN ELEMENTARY,2.50324E+11,17,25,-71.2057,42.5219,0,5,282
PINE GROVE,2.51174E+11,9,25,-70.8747,42.717,-1,6,533
PINE HILL,2.51071E+11,17,25,-71.364,42.2481,-1,5,385
PIONEER CHARTER SCHOOL OF SCIENCE,2.50052E+11,17,25,-71.0514,42.4082,7,12,359
PIONEER CHARTER SCHOOL OF SCIENCE II (PCSS-II),2.50055E+11,17,25,-71.0527,42.4101,7,9,164
PIONEER VALLEY CHINESE IMMERSION CHARTER SCHOOL,2.50052E+11,15,25,-72.558,42.3529,0,9,322
PIONEER VALLEY PERFORMING ARTS CHARTER PUBLIC SCHO,2.50004E+11,15,25,-72.5994,42.2413,7,12,406
PIONEER VALLEY REGIONAL,2.5096E+11,11,25,-72.4848,42.6839,7,12,500
PITTSFIELD HIGH,2.50963E+11,3,25,-73.2482,42.4469,9,12,959
PLACENTINO ELEMENTARY,2.50624E+11,17,25,-71.4221,42.2074,-1,2,693
PLAINS ELEMENTARY,2.51092E+11,15,25,-72.5732,42.2262,-1,1,328
PLEASANT STREET,2.50216E+11,27,25,-72.2156,42.5741,-1,4,277
PLUM COVE SCHOOL,2.50528E+11,9,25,-70.6588,42.6737,0,5,221
PLUNKETT ELEMENTARY,2.50178E+11,3,25,-73.1207,42.6186,0,5,472
PLYMOUTH COMMUN INTERMEDIATE,2.50972E+11,23,25,-70.6591,41.9226,6,8,1027
PLYMOUTH NORTH HIGH,2.50972E+11,23,25,-70.6527,41.9438,9,12,1216
PLYMOUTH RIVER,2.50609E+11,23,25,-70.9023,42.2112,0,5,482
PLYMOUTH SOUTH HIGH,2.50972E+11,23,25,-70.6191,41.8815,9,12,1160
PLYMOUTH SOUTH MIDDLE,2.50972E+11,23,25,-70.614,41.8867,5,8,811
POINT WEBSTER MIDDLE,2.50987E+11,21,25,-70.9911,42.2474,5,8,365
POLLARD MIDDLE,2.50837E+11,21,25,-71.2266,42.2767,7,8,871
POTTER ROAD,2.50498E+11,17,25,-71.4151,42.3369,0,5,516
POWDER MILL,2.50001E+11,13,25,-72.7534,42.062,5,8,493
PRIEST STREET,2.50678E+11,27,25,-71.7528,42.5377,0,0,146
PRIMAVERA JUNIOR/SENIOR HIGH SCHOOL,2.50246E+11,21,25,-71.4893,42.0345,8,12,22
PROCTOR ELEMENTARY,2.51167E+11,9,25,-70.9521,42.6412,4,6,263
PROJECT C.O.F.F.E.E.,2.50927E+11,27,25,-71.867,42.1387,5,12,34
PROSPECT HILL ACADEMY CHARTER SCHOOL,2.50005E+11,17,25,-71.1004,42.3675,0,12,1148
PROVINCETOWN SCHOOLS,2.50984E+11,1,25,-70.1915,42.0517,-1,8,109
PUTNAM AVENUE UPPER SCHOOL,2.50327E+11,17,25,-71.0866,42.3694,6,8,246
PUTNAM VOCATIONAL TECHNICAL HIGH SCHOOL,2.51113E+11,13,25,-72.5496,42.1191,9,12,1337
PYNE ARTS,2.50702E+11,17,25,-71.2886,42.6269,-1,8,519
QUABBIN REGIONAL HIGH SCHOOL,2.5E+11,27,25,-72.1152,42.4005,9,12,730
QUABBIN REGIONAL MIDDLE SCHOOL,2.5E+11,27,25,-72.1152,42.4005,7,8,428
QUABOAG REGIONAL HIGH,2.5121E+11,27,25,-72.1894,42.219,9,12,364
QUABOAG REGIONAL MIDDLE INNOVATION SCHOOL,2.5121E+11,27,25,-72.1914,42.2194,7,8,246
QUARRY HILL COMMUNITY SCHOOL,2.50804E+11,13,25,-72.3232,42.1136,-1,4,408
QUASHNET SCHOOL,2.50744E+11,1,25,-70.494,41.6236,3,6,551
QUINCY HIGH,2.50987E+11,21,25,-71.0007,42.2528,9,12,1519
QUINCY UPPER SCHOOL,2.50279E+11,25,25,-71.069,42.3484,6,12,487
QUINSIGAMOND,2.51323E+11,27,25,-71.7962,42.2338,-1,6,753
R STEWART ESTEN,2.51017E+11,23,25,-70.897,42.1103,1,4,326
R. K. FINN RYAN ROAD,2.50885E+11,15,25,-72.6936,42.3173,0,5,248
RAFAEL HERNANDEZ,2.50279E+11,25,25,-71.098,42.3139,-1,8,417
RALPH B O'MALEY MIDDLE,2.50528E+11,9,25,-70.6726,42.6299,6,8,675
RALPH C MAHAR REGIONAL,2.5099E+11,11,25,-72.3028,42.5746,7,12,721
RALPH D BUTLER,2.50225E+11,21,25,-71.045,42.1143,-1,6,400
RALPH TALBOT,2.51284E+11,21,25,-70.9359,42.1765,0,4,307
RALPH WHEELOCK SCHOOL,2.50753E+11,21,25,-71.2903,42.1748,2,3,366
RANDOLPH COMMUNITY MIDDLE,2.50993E+11,21,25,-71.0651,42.1838,6,8,698
RANDOLPH HIGH,2.50993E+11,21,25,-71.0451,42.1617,8,12,746
RAYMOND E. SHAW ELEMENTARY,2.50789E+11,27,25,-71.7731,42.1872,4,6,426
RAYMOND J GREY JUNIOR HIGH,2.50171E+11,17,25,-71.4576,42.477,7,8,930
RAYNHAM MIDDLE SCHOOL,2.50303E+11,5,25,-71.0358,41.9459,5,8,730
READING MEMORIAL HIGH,2.50999E+11,17,25,-71.1086,42.5348,9,12,1307
REAY E STERLING MIDDLE,2.50987E+11,21,25,-71.016,42.2401,5,8,325
REBECCA M JOHNSON,2.51113E+11,13,25,-72.5646,42.1131,-1,5,832
REINGOLD ELEMENTARY,2.50489E+11,27,25,-71.8308,42.5709,0,4,677
REMINGTON MIDDLE,2.50501E+11,21,25,-71.4181,42.0524,6,8,481
RENAISSANCE COMMUNITY SCHOOL FOR THE ARTS,2.50843E+11,5,25,-70.9222,41.6259,-1,2,176
RESILIENCY PREPARATORY SCHOOL,2.50483E+11,5,25,-71.1528,41.7059,9,12,183
REVERE HIGH,2.51005E+11,25,25,-71.0076,42.4122,9,12,1559
RICE SQUARE,2.51323E+11,27,25,-71.7776,42.2491,0,6,389
RICHARD J MURPHY,2.50279E+11,25,25,-71.049,42.294,-1,8,899
RICHER,2.50732E+11,17,25,-71.5777,42.3378,0,4,578
RICHMOND CONSOLIDATED,2.51008E+11,3,25,-73.3672,42.3815,-1,8,150
RINDGE AVENUE UPPER SCHOOL,2.50327E+11,17,25,-71.1284,42.3922,6,8,282
RISE PRESCHOOL,2.50999E+11,17,25,-71.1086,42.5348,-1,-1,103
RISING TIDE CHARTER PUBLIC SCHOOL,2.50006E+11,23,25,-70.7129,41.9492,5,11,522
RITA E. MILLER ELEMENTARY SCHOOL,2.51266E+11,17,25,-71.4317,42.6417,0,2,329
RIVER VALLEY CHARTER SCHOOL,2.50006E+11,9,25,-70.8863,42.8077,0,8,288
RIVERBEND-SANDERS STREET SCHOOL,2.50216E+11,27,25,-72.2226,42.5924,0,4,212
RIVERDALE,2.50405E+11,21,25,-71.1802,42.2702,1,5,182
RIVERSIDE,2.50399E+11,9,25,-70.9236,42.5602,-1,5,381
ROBERT E. MELICAN MIDDLE SCHOOL,2.50888E+11,27,25,-71.6593,42.32,6,8,623
ROBERT FROST,2.50666E+11,9,25,-71.1682,42.685,0,4,599
ROBERT H. ADAMS MIDDLE SCHOOL,2.50624E+11,17,25,-71.4244,42.2045,6,8,673
ROBERT J. COELHO MIDDLE SCHOOL,2.50219E+11,5,25,-71.3695,41.9101,5,8,636
ROBERT L FORD,2.50711E+11,9,25,-70.947,42.4712,1,5,507
ROBERT T. CAPELESS ELEMENTARY SCHOOL,2.50963E+11,3,25,-73.2608,42.4805,-1,5,239
ROBERTA G. DOERING SCHOOL,2.5018E+11,13,25,-72.625,42.0878,5,8,609
ROBIN HOOD,2.51122E+11,17,25,-71.1072,42.4937,0,5,268
ROBINSON PARK,2.5018E+11,13,25,-72.6417,42.0898,0,4,400
ROCHESTER MEMORIAL,2.51014E+11,23,25,-70.8666,41.7469,-1,6,487
ROCKLAND SENIOR HIGH,2.51017E+11,23,25,-70.9169,42.1286,9,12,655
ROCKPORT ELEMENTARY,2.5102E+11,9,25,-70.611,42.651,-1,5,401
ROCKPORT HIGH,2.5102E+11,9,25,-70.6096,42.6509,9,12,312
ROCKPORT MIDDLE,2.5102E+11,9,25,-70.6087,42.6517,6,8,255
RODMAN EARLY CHILDHOOD CENTER,2.5033E+11,21,25,-71.1443,42.1634,-1,-1,103
ROGER CLAP,2.50279E+11,25,25,-71.0581,42.3232,-1,5,173
ROGER E WELLINGTON,2.50249E+11,17,25,-71.1716,42.3917,-1,4,582
ROGERS EARLY LEARNING CENTER,2.50702E+11,17,25,-71.3107,42.6366,1,1,117
ROLAND GREEN SCHOOL,2.50723E+11,5,25,-71.2221,42.0253,-1,-1,87
ROLLINS EARLY CHILDHOOD CENTER,2.50666E+11,9,25,-71.1485,42.7141,-1,0,164
ROOSEVELT,2.50762E+11,17,25,-71.0708,42.4658,0,5,393
ROOSEVELT,2.51323E+11,27,25,-71.7575,42.243,-1,6,684
ROOSEVELT AVENUE,2.50873E+11,5,25,-71.3409,41.9784,0,5,280
ROOSEVELT MIDDLE SCHOOL,2.50843E+11,5,25,-70.911,41.6105,6,8,732
ROSE L MACDONALD,2.51242E+11,23,25,-71.0285,42.0237,1,3,245
ROWE ELEMENTARY,2.51023E+11,11,25,-72.874,42.6273,-1,6,56
ROXBURY PREPARATORY CHARTER SCHOOL,2.50006E+11,25,25,-71.1051,42.3276,5,8,716
ROYALSTON COMMUNITY SCHOOL,2.50216E+11,27,25,-72.1441,42.6776,0,6,150
RUGGLES LANE,2.5E+11,27,25,-72.1085,42.4292,0,6,390
RUMNEY MARSH ACADEMY,2.51005E+11,25,25,-71.0033,42.413,6,8,545
RUPERT A NOCK MIDDLE,2.50858E+11,9,25,-70.8875,42.8087,6,8,539
RUSSELL ST ELEMENTARY,2.50696E+11,17,25,-71.4864,42.5427,3,5,352
S CHRISTA MCAULIFFE ELEMENTARY,2.50702E+11,17,25,-71.3023,42.6603,-1,4,506
SABIS INTERNATIONAL CHARTER SCHOOL,2.50003E+11,13,25,-72.4844,42.1255,0,12,1574
SALEM ACADEMY CHARTER SCHOOL,2.50008E+11,9,25,-70.8891,42.5177,6,12,370
SALEM COMMUNITY CHARTER SCHOOL,2.50053E+11,9,25,-70.893,42.5217,9,12,43
SALEM EARLY CHILDHOOD,2.51038E+11,9,25,-70.8806,42.5284,-1,-1,97
SALEM HIGH,2.51038E+11,9,25,-70.911,42.5063,9,12,1078
SALEM PREP HIGH SCHOOL,2.51038E+11,9,25,-70.8846,42.5228,9,12,21
SALEMWOOD,2.50717E+11,17,25,-71.0502,42.4313,0,8,1082
SALISBURY ELEMENTARY,2.51174E+11,9,25,-70.8698,42.8534,-1,6,527
SALTONSTALL SCHOOL,2.51038E+11,9,25,-70.8914,42.5135,0,8,361
SAMOSET SCHOOL,2.50678E+11,27,25,-71.7677,42.4925,6,8,550
SAMUEL ADAMS,2.50279E+11,25,25,-71.0349,42.3655,-1,5,292
SAMUEL BOWLES,2.51113E+11,13,25,-72.5626,42.1441,0,5,305
SAMUEL W MASON,2.50279E+11,25,25,-71.0713,42.3261,-1,5,243
SAMUEL WATSON,2.50483E+11,5,25,-71.1304,41.6843,0,5,318
SANDERSON ACADEMY,2.50799E+11,11,25,-72.8111,42.5084,0,6,106
SANDWICH HIGH,2.51047E+11,1,25,-70.4588,41.7357,9,12,786
SARAH GREENWOOD,2.50279E+11,25,25,-71.0808,42.2972,-1,8,412
SARAH W GIBBONS MIDDLE,2.5126E+11,27,25,-71.6253,42.2693,7,8,567
SAUGUS HIGH,2.5105E+11,9,25,-71.0227,42.4608,9,12,742
SCHOFIELD,2.51227E+11,21,25,-71.2535,42.3212,0,5,365
SCHOOL FOR EXCEPTIONAL STUDIES,2.50666E+11,9,25,-71.1435,42.7186,1,12,194
SCITUATE HIGH SCHOOL,2.51056E+11,23,25,-70.7687,42.1983,9,12,947
SEACOAST SCHOOL,2.51005E+11,25,25,-70.9923,42.3957,9,12,142
SEEKONK HIGH,2.51059E+11,5,25,-71.3326,41.8361,9,12,628
SELSER,2.50366E+11,13,25,-72.5589,42.1978,0,5,426
SEVEN HILLS CHARTER SCHOOL,2.50005E+11,27,25,-71.7895,42.2654,0,8,668
SEWELL-ANDERSON,2.50711E+11,9,25,-70.9679,42.4732,-1,5,289
SGT WM H CARNEY ACADEMY,2.50843E+11,5,25,-70.9327,41.636,-1,5,734
SHAKER LANE ELEMENTARY,2.50696E+11,17,25,-71.458,42.5307,-1,2,418
SHAMROCK,2.5132E+11,17,25,-71.1416,42.4784,-1,5,349
SHARON HIGH,2.51062E+11,21,25,-71.1775,42.1147,9,12,1142
SHARON MIDDLE,2.51062E+11,21,25,-71.1648,42.1063,6,8,838
SHAWSHEEN ELEMENTARY,2.51305E+11,17,25,-71.2035,42.5616,1,3,360
SHAWSHEEN SCHOOL,2.50195E+11,9,25,-71.155,42.6763,-1,2,236
SHAWSHEEN VALLEY VOCATIONAL TECHNICAL HIGH SCHOOL,2.51062E+11,17,25,-71.2191,42.5458,9,12,1372
SHEPHERD HILL REGIONAL HIGH,2.50436E+11,27,25,-71.9179,42.0536,9,12,1106
SHERWOOD MIDDLE SCHOOL,2.51077E+11,27,25,-71.7238,42.2841,5,6,980
SHINING STAR EARLY CHILDHOOD CENTER,2.50786E+11,27,25,-71.5357,42.1491,-1,-1,153
SHREWSBURY SR HIGH,2.51077E+11,27,25,-71.7451,42.3033,9,12,1647
SHURTLEFF EARLY CHILDHOOD,2.50354E+11,25,25,-71.0353,42.39,-1,0,933
SHUTESBURY ELEMENTARY,2.5108E+11,11,25,-72.4296,42.4489,-1,6,155
SILVER HILL HORACE MANN CHARTER SCHOOL,2.50052E+11,9,25,-71.1042,42.7695,0,5,596
SILVER LAKE REGIONAL HIGH,2.51083E+11,23,25,-70.785,42.0151,9,12,1274
SILVER LAKE REGIONAL MIDDLE SCHOOL,2.51083E+11,23,25,-70.7853,42.015,7,8,620
SILVIO O CONTE COMMUNITY,2.50963E+11,3,25,-73.2687,42.4556,-1,5,347
SIPPICAN,2.50729E+11,23,25,-70.7681,41.7039,-1,6,451
